event_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,auth_outcome,department,resource_sensitivity,bytes_transferred,destination_ip,schema_version,extensions
ee4e67b5-8626-42c8-9fc7-6fb0a3e2b25e,iot-0008,iot_device,2026-01-07T03:52:09.452144Z,10.30.0.8,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",iot/telemetry-ingest,certificate,47.078,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0008-fingerprint,success,manufacturing,medium,6119,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""202a995c-5688-4e93-b20e-ec7bc5935e23""}"
dae06cdd-e2ca-4506-89e9-c8b98353107e,svc-0011,service_account,2026-01-07T04:02:30.190409Z,10.20.0.11,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",platform/service-registry,service_token,79.839,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0011-runtime,success,platform,medium,76884,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""b8b41d8a-7400-4959-8f4e-ba6dff66816b""}"
73e22ab0-29af-4b9b-8665-17dc8f77c7c6,edge-0009,edge_device,2026-01-07T04:21:56.680700Z,10.40.0.9,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",edge/site-gateway,certificate,62.372,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0009-fingerprint,success,manufacturing,medium,30327,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""22a79fbd-d6c5-45fc-a018-e20998bb3d70""}"
9c8fd22f-13bc-4e65-bd9e-7ece1922dea3,iot-0008,iot_device,2026-01-07T04:26:44.898782Z,10.30.0.8,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",iot/firmware-status,certificate,52.315,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0008-fingerprint,success,manufacturing,medium,505,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""202a995c-5688-4e93-b20e-ec7bc5935e23""}"
26ab29b8-8916-4e15-acbd-b2c87ac7768f,iot-0010,iot_device,2026-01-07T04:26:54.151113Z,10.30.0.10,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/device-shadow,certificate,92.421,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0010-fingerprint,success,manufacturing,medium,4528,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3ec1c3f8-ee68-4b74-a5d6-83b3e105f278""}"
6aac265c-5079-45f1-b4cf-62dc41830dda,edge-0004,edge_device,2026-01-07T04:43:23.635943Z,10.40.0.4,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",edge/site-gateway,certificate,43.78,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0004-fingerprint,success,manufacturing,medium,32487,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""d17a61da-9ba6-48c7-989b-da6423e19f05""}"
1bab8e87-c85b-4250-81c7-26bb11de4a40,edge-0010,edge_device,2026-01-07T04:48:25.478026Z,10.40.0.10,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",edge/telemetry-relay,certificate,11.291,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0010-fingerprint,success,manufacturing,medium,11104,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3c93fa8b-61ad-48b8-a8a3-844b34c567a5""}"
884dc1e7-cec6-48f1-a7d7-fc9aeb181556,edge-0009,edge_device,2026-01-07T04:49:51.585630Z,10.40.0.9,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",edge/telemetry-relay,certificate,65.345,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0009-fingerprint,success,manufacturing,medium,11334,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""22a79fbd-d6c5-45fc-a018-e20998bb3d70""}"
03498723-975d-41a7-9c1c-778af05fac2b,svc-0012,service_account,2026-01-07T04:51:03.250303Z,10.20.0.12,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",platform/message-bus,service_token,148.294,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0012-runtime,success,platform,medium,47905,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""cf15e185-da96-447a-909a-8aef0907e4b9""}"
d4fd7dde-fbee-4e5d-ae25-332b7343ce6a,iot-0009,iot_device,2026-01-07T05:05:20.054633Z,10.30.0.9,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/firmware-status,certificate,15.074,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0009-fingerprint,success,manufacturing,medium,5684,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""f6cb8ea7-dafb-43fa-ba20-4f6741b4c7f9""}"
0e965311-059f-40c6-b8d6-591ade19bedc,iot-0020,iot_device,2026-01-07T05:05:27.117311Z,10.30.0.20,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",iot/telemetry-ingest,certificate,40.709,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0020-fingerprint,success,manufacturing,medium,1283,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""07c69fea-1d4e-44d4-8027-e1a648ab412f""}"
2b07c85b-7e92-40d7-9360-14e6fc5d123a,iot-0024,iot_device,2026-01-07T05:06:40.622376Z,10.30.0.24,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",iot/telemetry-ingest,certificate,63.224,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0024-fingerprint,success,manufacturing,medium,4682,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""250a5cde-db23-4108-98be-014ad28335c5""}"
3430cbaf-89bc-443c-9534-a4f0a4af2ec4,svc-0004,service_account,2026-01-07T05:09:06.266468Z,10.20.0.4,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",platform/metrics,service_token,72.742,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0004-runtime,success,platform,medium,43251,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""60cff742-7a54-4674-a002-d96f0bff30a7""}"
ccf71d6b-c1b0-4f3d-9307-cd62cbef1063,edge-0012,edge_device,2026-01-07T05:26:10.425651Z,10.40.0.12,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",edge/telemetry-relay,certificate,7.786,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0012-fingerprint,success,manufacturing,medium,26057,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""0f7bf05f-5c02-492b-af2a-8d1d12fef958""}"
12a47ba3-a442-4ba2-9d8d-70e0d4f9c420,edge-0008,edge_device,2026-01-07T05:37:05.738020Z,10.40.0.8,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",edge/site-gateway,certificate,55.346,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0008-fingerprint,success,manufacturing,medium,4224,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""2d4e0f36-1073-4d8c-b672-498c397d4307""}"
38f32f7a-01bc-4f67-9455-af3cefedb5e7,edge-0005,edge_device,2026-01-07T05:39:31.847155Z,10.40.0.5,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",edge/configuration,certificate,7.158,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0005-fingerprint,success,manufacturing,medium,8629,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""1ffae878-9a63-4660-b303-1babba4e8d00""}"
fd43e8d4-3247-4e6e-950f-fe18d353c0cf,svc-0010,service_account,2026-01-07T05:46:45.723613Z,10.20.0.10,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",platform/secrets-broker,service_token,235.972,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0010-runtime,success,platform,high,13238,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""14fbcf36-aa82-4e4b-9733-5c5c5bb54bda""}"
d5153eaf-3fdf-423d-8a52-d379327c29d7,edge-0004,edge_device,2026-01-07T05:52:32.588953Z,10.40.0.4,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",edge/telemetry-relay,certificate,45.08,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0004-fingerprint,success,manufacturing,medium,22982,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""d17a61da-9ba6-48c7-989b-da6423e19f05""}"
b57e53cb-d039-4b01-920d-1336a56b08d6,iot-0021,iot_device,2026-01-07T05:56:16.769185Z,10.30.0.21,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/firmware-status,certificate,65.946,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0021-fingerprint,success,manufacturing,medium,2075,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""c863fa0b-6160-4d3f-9d8f-023a430f0cb1""}"
01655a5c-0a09-4f7f-b5a0-2971a4a398ba,svc-0009,service_account,2026-01-07T05:59:26.052067Z,10.20.0.9,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",platform/service-registry,certificate,103.148,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0009-runtime,success,platform,medium,27498,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""e3521ff0-6aba-4796-a0fe-2d67f7fa9e0b""}"
437d8534-3802-477e-aae7-31cf330490ef,edge-0005,edge_device,2026-01-07T06:03:22.011960Z,10.40.0.5,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",edge/configuration,certificate,1.199,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0005-fingerprint,success,manufacturing,medium,5967,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""1ffae878-9a63-4660-b303-1babba4e8d00""}"
ce102367-332a-46cd-84c6-25ee70f812f0,iot-0003,iot_device,2026-01-07T06:07:23.456349Z,10.30.0.3,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/telemetry-ingest,certificate,21.994,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0003-fingerprint,success,manufacturing,medium,7435,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""cafc3057-b1d3-468f-a50d-aed483a4e050""}"
a60c4106-2825-4fba-975b-4dfd92f797be,iot-0015,iot_device,2026-01-07T06:09:52.480096Z,10.30.0.15,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/device-shadow,certificate,20.468,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0015-fingerprint,success,manufacturing,medium,1984,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""1e9ed61f-ece9-42fe-96db-4923f6dc52f8""}"
0f3784bf-32e1-4852-accf-03fdae89a0d8,svc-0010,service_account,2026-01-07T06:24:01.640464Z,10.20.0.10,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",platform/secrets-broker,certificate,171.042,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0010-runtime,success,platform,high,45588,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""14fbcf36-aa82-4e4b-9733-5c5c5bb54bda""}"
ce118917-d134-4915-9bc7-d7948e2e9a72,iot-0018,iot_device,2026-01-07T06:25:18.373335Z,10.30.0.18,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/telemetry-ingest,certificate,55.598,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0018-fingerprint,success,manufacturing,medium,2345,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""66351f2e-d45f-4c74-99c9-6502b9f8d9e0""}"
5ed7b6da-e46b-4740-bc5b-a2cd30b1ef7b,svc-0001,service_account,2026-01-07T06:26:03.176629Z,10.20.0.1,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",platform/metrics,certificate,237.576,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0001-runtime,success,platform,medium,12536,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""17c0db99-7361-4649-b2dd-9b3fe4667f94""}"
1d96358c-7c9c-404e-883e-837841f4d37a,iot-0005,iot_device,2026-01-07T06:29:16.756371Z,10.30.0.5,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/telemetry-ingest,certificate,38.553,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0005-fingerprint,success,manufacturing,medium,5256,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""ad1b6951-7002-4d05-95e9-e365ea105bdf""}"
de85835d-bfa5-496f-9485-dc5262a07ac6,iot-0005,iot_device,2026-01-07T06:34:33.603827Z,10.30.0.5,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/device-shadow,certificate,41.061,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0005-fingerprint,success,manufacturing,medium,2851,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""ad1b6951-7002-4d05-95e9-e365ea105bdf""}"
91f4a15c-dbdf-48dd-a7de-afb209aa11fd,iot-0021,iot_device,2026-01-07T06:35:35.334232Z,10.30.0.21,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/telemetry-ingest,certificate,67.651,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0021-fingerprint,success,manufacturing,medium,6744,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""c863fa0b-6160-4d3f-9d8f-023a430f0cb1""}"
0037f3ab-7b12-4d44-b11e-4f28f0c6ae78,iot-0010,iot_device,2026-01-07T06:38:58.355272Z,10.30.0.10,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/telemetry-ingest,certificate,86.887,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0010-fingerprint,success,manufacturing,medium,2498,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3ec1c3f8-ee68-4b74-a5d6-83b3e105f278""}"
8376bc36-97dc-4c2f-a7d9-b0b7a0ed48cf,iot-0004,iot_device,2026-01-07T06:43:15.234564Z,10.30.0.4,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",iot/telemetry-ingest,certificate,2.108,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0004-fingerprint,success,manufacturing,medium,7629,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""33b4a263-2156-4353-bdda-605dcbe829e4""}"
d765eda2-efba-4744-bab1-4495b1feddd4,iot-0004,iot_device,2026-01-07T06:44:29.674067Z,10.30.0.4,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",iot/telemetry-ingest,certificate,3.981,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0004-fingerprint,success,manufacturing,medium,1622,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""33b4a263-2156-4353-bdda-605dcbe829e4""}"
b3d19d13-237e-40c4-b061-778acf6f0d03,edge-0012,edge_device,2026-01-07T06:49:26.636257Z,10.40.0.12,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",edge/maintenance,certificate,5.056,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0012-fingerprint,success,manufacturing,medium,5475,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""0f7bf05f-5c02-492b-af2a-8d1d12fef958""}"
041bd58c-931a-40e9-b95b-cf054fd3f29c,edge-0007,edge_device,2026-01-07T06:49:38.757501Z,10.40.0.7,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",edge/telemetry-relay,certificate,27.645,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0007-fingerprint,success,manufacturing,medium,19302,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""c7706391-f767-42a6-904f-bab293a759e4""}"
16fd9704-2149-49f9-a2a4-e0f8be662a9e,iot-0019,iot_device,2026-01-07T06:59:02.761798Z,10.30.0.19,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/telemetry-ingest,certificate,44.567,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0019-fingerprint,success,manufacturing,medium,1972,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""bd8cb1c1-64c3-4b3f-84d5-88a73f4d3257""}"
5d546b27-51f8-4508-ba8c-582d3520b06f,iot-0002,iot_device,2026-01-07T07:07:59.309254Z,10.30.0.2,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/telemetry-ingest,certificate,17.961,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0002-fingerprint,success,manufacturing,medium,1249,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3abf46bc-a0de-4135-bca5-4c7c9ed71333""}"
d7b6af56-e365-4a90-8ec0-b28b0ca85ea8,iot-0019,iot_device,2026-01-07T07:22:20.358380Z,10.30.0.19,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/telemetry-ingest,certificate,39.039,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0019-fingerprint,success,manufacturing,medium,3073,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""bd8cb1c1-64c3-4b3f-84d5-88a73f4d3257""}"
0230e0e0-d3b9-45cd-bac1-77cd50a5aaf9,iot-0021,iot_device,2026-01-07T07:26:02.550137Z,10.30.0.21,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/telemetry-ingest,certificate,64.442,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0021-fingerprint,success,manufacturing,medium,6407,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""c863fa0b-6160-4d3f-9d8f-023a430f0cb1""}"
c34ca5f4-e277-43cb-bf28-93b4abe28aac,iot-0003,iot_device,2026-01-07T07:32:09.269847Z,10.30.0.3,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/device-shadow,certificate,37.488,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0003-fingerprint,success,manufacturing,medium,7319,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""cafc3057-b1d3-468f-a50d-aed483a4e050""}"
7a11c138-a193-4e59-80bb-f53ef0d1eba6,iot-0001,iot_device,2026-01-07T07:35:08.812541Z,10.30.0.1,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/device-shadow,certificate,39.346,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0001-fingerprint,success,manufacturing,medium,1851,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3bd19b2d-a7e4-4cb5-acb2-827c383acd3a""}"
374cbf22-419c-4f55-8fde-a0bc866bfb58,edge-0004,edge_device,2026-01-07T07:35:36.123345Z,10.40.0.4,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",edge/configuration,certificate,29.912,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0004-fingerprint,success,manufacturing,medium,13929,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""d17a61da-9ba6-48c7-989b-da6423e19f05""}"
de2375c2-86b0-402a-b525-adb9e0ffebdb,iot-0008,iot_device,2026-01-07T07:49:21.825734Z,10.30.0.8,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",iot/device-shadow,certificate,14.798,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0008-fingerprint,success,manufacturing,medium,5775,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""202a995c-5688-4e93-b20e-ec7bc5935e23""}"
d0c610a3-7677-4cae-8a88-194b323722ec,svc-0010,service_account,2026-01-07T07:52:16.615468Z,10.20.0.10,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",platform/service-registry,service_token,316.618,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0010-runtime,success,platform,medium,53454,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""14fbcf36-aa82-4e4b-9733-5c5c5bb54bda""}"
67b7dfa7-aad3-4138-b0bb-0cc9f6a82d24,user-0028,user,2026-01-07T07:52:53.898504Z,10.10.0.28,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",identity/domain-controller,mfa,785.8704,"[""authenticate"",""enumerate_network"",""remote_service"",""access_1""]",user-0028-laptop,success,security,critical,31803,10.99.0.10,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""4d53a513-92ce-4950-a574-a129f2bb42da""}"
354424b3-999a-4e65-952b-ae6cd179ab3a,edge-0001,edge_device,2026-01-07T07:55:25.689900Z,10.40.0.1,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",edge/site-gateway,certificate,65.875,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0001-fingerprint,success,manufacturing,medium,15385,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""da3702c6-9940-473d-88b4-d1050ca2d5e5""}"
e4be50b4-3dc3-47cb-825a-a0872d51a3ad,iot-0003,iot_device,2026-01-07T07:56:52.994539Z,10.30.0.3,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/telemetry-ingest,certificate,34.678,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0003-fingerprint,success,manufacturing,medium,2573,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""cafc3057-b1d3-468f-a50d-aed483a4e050""}"
8aea8931-02fc-4180-81bd-979f21f58efc,iot-0002,iot_device,2026-01-07T08:01:45.146953Z,10.30.0.2,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/telemetry-ingest,certificate,24.867,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0002-fingerprint,success,manufacturing,medium,273,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3abf46bc-a0de-4135-bca5-4c7c9ed71333""}"
694c68f5-ed8e-44aa-b673-fe1bd441d2b6,iot-0010,iot_device,2026-01-07T08:05:33.428068Z,10.30.0.10,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/firmware-status,certificate,87.659,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0010-fingerprint,success,manufacturing,medium,1431,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3ec1c3f8-ee68-4b74-a5d6-83b3e105f278""}"
bcc33aaa-ef53-4942-b8a0-c74e69f8c763,iot-0003,iot_device,2026-01-07T08:07:37.674436Z,10.30.0.3,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/firmware-status,certificate,36.651,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0003-fingerprint,success,manufacturing,medium,5399,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""cafc3057-b1d3-468f-a50d-aed483a4e050""}"
03888e62-8038-4d29-a7a3-88ce707d7c1a,user-0039,user,2026-01-07T08:18:04.763148Z,10.10.0.39,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",shared/document-portal,mfa,1601.304,"[""authenticate"",""open"",""read"",""logout""]",user-0039-mobile,success,finance,low,80772,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""e8e13bd0-8513-4259-ae80-8d88e8d53744""}"
ff136f42-08a7-46d3-a41b-69dc5ad62295,iot-0004,iot_device,2026-01-07T08:23:43.023625Z,10.30.0.4,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",iot/telemetry-ingest,certificate,14.704,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0004-fingerprint,success,manufacturing,medium,2235,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""33b4a263-2156-4353-bdda-605dcbe829e4""}"
